Sources,Targets,Victim Accuracy,Victim WM Success Rate,Extracted Accuracy,Extracted WM Success Rate,Baseline Accuracy,Baseline WM Success Rate
[0],[2, 3],0.9853001646697521,[1.0, 0.0],0.9859169404953718,[0.04172585227272727, 0.13423295454545456],0.9896175982430577,[0.011008522727272728, 0.0035511363636363635]
[5],[3, 9],0.9838610198348761,[1.0, 0.0],0.9827302638441324,[0.043501420454545456, 0.3153409090909091],0.9896175982430577,[0.0023082386363636365, 0.009588068181818182]
[5],[4, 6],0.9839638154953718,[1.0, 0.0],0.9812911190092564,[0.04456676136363636, 0.46875],0.9896175982430577,[0.00390625, 0.0024857954545454545]
[5],[4, 7],0.9821134861558676,[1.0, 0.0],0.9798519741743803,[0.2507102272727273, 0.13068181818181818],0.9896175982430577,[0.0012428977272727273, 0.02130681818181818]
[5],[4, 8],0.9847861845046282,[1.0, 0.0],0.9849917767569423,[0.10049715909090909, 0.13547585227272727],0.9896175982430577,[0.0003551136363636364, 0.005859375]
[5],[4, 9],0.9869449017569423,[1.0, 0.0],0.9845805922523141,[0.19122869318181818, 0.21235795454545456],0.9896175982430577,[0.006392045454545455, 0.0007102272727272727]
[5],[6, 7],0.9854029603302479,[1.0, 0.0],0.9844777956604958,[0.033025568181818184, 0.330078125],0.9896175982430577,[0.0003551136363636364, 0.006924715909090909]
[5],[6, 8],0.9847861845046282,[1.0, 0.0],0.9835526309907436,[0.01970880681818182, 0.328125],0.9896175982430577,[0.0001775568181818182, 0.006569602272727273]
[5],[6, 9],0.9842722043395042,[1.0, 0.0],0.9853001646697521,[0.10848721590909091, 0.40376420454545453],0.9896175982430577,[0.0003551136363636364, 0.004616477272727273]
[5],[7, 9],0.9854029603302479,[1.0, 0.0],0.9823190793395042,[0.02734375, 0.4529622395833333],0.9896175982430577,[0.016927083333333332, 0.0029296875]
[5],[8, 9],0.9841694086790085,[1.0, 0.0],0.985608552582562,[0.10227272727272728, 0.2352627840909091],0.9896175982430577,[0.0078125, 0.0008877840909090909]
[6],[0, 1],0.9841694086790085,[1.0, 0.0],0.9829358551651239,[0.07972301136363637, 0.4861505681818182],0.9896175982430577,[0.005681818181818182, 0.026988636363636364]
[6],[0, 2],0.9836554285138845,[1.0, 0.0],0.9855057569220662,[0.033203125, 0.17844460227272727],0.9896175982430577,[0.028409090909090908, 0.030362215909090908]
[6],[0, 3],0.9865337172523141,[1.0, 0.0],0.9833470396697521,[0.09836647727272728, 0.021839488636363636],0.9896175982430577,[0.009588068181818182, 0.0001775568181818182]
[6],[0, 4],0.9832442440092564,[1.0, 0.0],0.9841694086790085,[0.17524857954545456, 0.1885653409090909],0.9896175982430577,[0.01278409090909091, 0.003018465909090909]
[6],[0, 5],0.9854029603302479,[1.0, 0.0],0.9844777956604958,[0.3446377840909091, 0.01455965909090909],0.9896175982430577,[0.003728693181818182, 0.0001775568181818182]
[6],[0, 7],0.9835526309907436,[1.0, 0.0],0.9827302638441324,[0.06587357954545454, 0.470703125],0.9896175982430577,[0.004616477272727273, 0.0035511363636363635]
[6],[0, 8],0.9823190793395042,[1.0, 0.0],0.9826274663209915,[0.20490056818181818, 0.050958806818181816],0.9896175982430577,[0.0001775568181818182, 0.0023082386363636365]
[6],[0, 9],0.9836554285138845,[1.0, 0.0],0.985608552582562,[0.0014204545454545455, 0.4421164772727273],0.9896175982430577,[0.0008877840909090909, 0.01278409090909091]
[6],[2, 3],0.9830386508256197,[1.0, 0.0],0.9847861845046282,[0.14790482954545456, 0.14914772727272727],0.9896175982430577,[0.062322443181818184, 0.001065340909090909]
[6],[2, 4],0.9808799345046282,[1.0, 0.0],0.9788240138441324,[0.058061079545454544, 0.23508522727272727],0.9896175982430577,[0.005326704545454545, 0.006569602272727273]
[6],[2, 5],0.9839638154953718,[1.0, 0.0],0.9868421051651239,[0.009410511363636364, 0.09818892045454546],0.9896175982430577,[0.013671875, 0.0033735795454545455]
[6],[2, 7],0.9819078948348761,[1.0, 0.0],0.9827302638441324,[0.1905184659090909, 0.1512784090909091],0.9896175982430577,[0.009055397727272728, 0.00887784090909091]
[6],[2, 8],0.9833470396697521,[1.0, 0.0],0.9866365129128098,[0.018643465909090908, 0.001953125],0.9896175982430577,[0.0007102272727272727, 0.009588068181818182]
[6],[2, 9],0.9857113482430577,[1.0, 0.0],0.9861225327476859,[0.031782670454545456, 0.029829545454545456],0.9896175982430577,[0.012961647727272728, 0.006392045454545455]
[6],[3, 4],0.9841694086790085,[1.0, 0.0],0.9797491785138845,[0.1297940340909091, 0.4248934659090909],0.9896175982430577,[0.0, 0.017045454545454544]
[6],[3, 5],0.9854029603302479,[1.0, 0.0],0.9855057569220662,[0.09073153409090909, 0.4499289772727273],0.9896175982430577,[0.0003551136363636364, 0.01775568181818182]
[6],[3, 7],0.9810855258256197,[1.0, 0.0],0.9837582241743803,[0.05894886363636364, 0.6906960227272727],0.9896175982430577,[0.0, 0.038884943181818184]
[6],[3, 8],0.984375,[1.0, 0.0],0.9846833879128098,[0.07510653409090909, 0.048828125],0.9896175982430577,[0.0, 0.004616477272727273]
[6],[3, 9],0.9829358551651239,[1.0, 0.0],0.9841694086790085,[0.021484375, 0.3760653409090909],0.9896175982430577,[0.0, 0.0033735795454545455]
[6],[4, 5],0.9844777956604958,[1.0, 0.0],0.9860197370871902,[0.04208096590909091, 0.13902698863636365],0.9896175982430577,[0.0005326704545454545, 0.004261363636363636]
